"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Rayder Ascanio","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".283",".325",".608",".264","","62","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa735861"
"Matthew Batten","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".298",".330",".628",".274","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004179"
"Hyun Soo Kim","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".275",".330",".406",".736",".312","","92","0.0","0.0","","0.0","0.0","0.0","","999.0","18718"
"Dee Gordon","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".262",".298",".342",".640",".276","","68","0.0","0.0","","0.0","0.0","0.0","","578.9","8203"
"Gavin Collins","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".262",".328",".591",".254","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857219"
"Alay Lago","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".251",".287",".352",".638",".274","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa914668"
"Ivan Castillo","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".287",".350",".638",".273","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","15971"
"Erick Mejia","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".294",".340",".634",".275","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","15817"
"Chris Iannetta","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".294",".334",".628",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","8267"
"Bryan De La Cruz","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".297",".359",".655",".282","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","sa828304"
"Lonnie Chisenhall","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".309",".395",".704",".301","","84","0.0","0.0","","0.0","0.0","0.0","","999.0","7571"
"Austin Wynns","BAL","3","12","11","2","0","0","0","1","1","1","3","0","0","0","",".221",".287",".328",".615",".269","","64","0.0","0.0","","-0.6","0.2","0.0","","999.0","15271"
"Joseph Austin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".283",".357",".640",".274","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa454430"
"Dominique Thompson-Williams","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".268",".350",".618",".264","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829483"
"Devyn Bolasky","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".254",".309",".366",".676",".292","","78","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829558"
"Andrew Aplin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".298",".325",".623",".274","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa502787"
"Vincent Fernandez","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".296",".388",".684",".291","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","sa873990"
"Zachary Collier","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".290",".340",".629",".274","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa454396"
"Justin Bour","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".318",".396",".714",".305","","89","0.0","0.0","","0.0","0.0","0.0","","999.0","9744"
"Jonathan Morales","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".280",".319",".599",".261","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875808"
"Kevin Merrell","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".282",".327",".610",".263","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915707"
"Jecksson Flores","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".289",".334",".622",".270","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597007"
"Nick Franklin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".299",".350",".649",".282","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","10166"
"Brian Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".290",".347",".637",".274","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa503330"
"Ryan Howard","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".282",".326",".608",".263","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857225"
"Hudson Potts","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".275",".363",".637",".272","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa917936"
"Chase Pinder","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".292",".330",".622",".272","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003961"
"Ronnier Mustelier","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".295",".341",".636",".275","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa601536"
"Henri Lartigue","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".260",".303",".563",".247","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918028"
"Jamie Westbrook","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".301",".395",".696",".296","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737824"
"Brock Lundquist","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".296",".371",".667",".287","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3002834"
"Jason Krizan","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".310",".363",".673",".292","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","sa546842"
"Rodrigo Vigil","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".267",".318",".585",".253","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa547818"
"Zachary Remillard","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".268",".328",".596",".257","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa659077"
"Jacob Robson","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".307",".364",".672",".290","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658804"
"Garrett Kennedy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".269",".304",".574",".252","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875722"
"Daniel Descalso","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".307",".336",".644",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","8392"
"Alejandro De Aza","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".313",".381",".694",".298","","83","0.0","0.0","","0.0","0.0","0.0","","999.0","3371"
"Danny Espinosa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".274",".355",".629",".268","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","9219"
"Ernie De La Trinidad","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".302",".366",".668",".288","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003955"
"Roel Santos","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".284",".351",".635",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010388"
"Ryan Costello","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".303",".394",".697",".298","","83","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004071"
"Ryan Walker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".299",".318",".617",".271","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738172"
"Jantzen Witte","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".279",".325",".605",".263","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738324"
"Dustin Houle","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".272",".301",".573",".252","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598106"
"Daniel Sweet","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".306",".364",".669",".290","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658561"
"Arturo Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".258",".327",".585",".252","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa688986"
"Oscar Gonzalez","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".257",".289",".397",".686",".290","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","sa872782"
"Yangervis Solarte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".292",".387",".679",".289","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","5352"
"Douglas Peterson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".269",".353",".622",".265","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa549926"
"Mac Williamson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".295",".397",".692",".294","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","14158"
"Austin Listi","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".309",".403",".712",".303","","84","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004170"
"Gabriel Gutierrez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".263",".324",".587",".254","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa286640"
"Derek Dietrich","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".319",".405",".724",".310","","91","0.0","0.0","","0.0","0.0","0.0","","999.0","10542"
"Brian Schales","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".284",".342",".626",".271","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa828808"
"Juan Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".278",".351",".629",".270","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa599306"
"Miguel Amaya","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".269",".317",".586",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917354"
"Jeremy Rivera","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".279",".333",".612",".264","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829240"
"Jose Martinez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".284",".313",".597",".262","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736960"
"Victor Mesa","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".281",".340",".620",".267","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3008602"
"Drew Avans","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".293",".377",".671",".287","","78","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006937"
"Lucas Williams","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".283",".353",".636",".274","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa874987"
"Matthew Jones","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".260",".304",".564",".247","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874481"
"Chris Shaw","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".284",".415",".699",".294","","81","0.0","0.0","","0.0","0.0","0.0","","999.0","17738"
"Tyler Ramirez","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".304",".331",".635",".279","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","sa873260"
"Carmen Benedetti","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".297",".343",".640",".279","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918269"
"Carlos Rincon","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".284",".392",".676",".287","","78","0.0","0.0","","0.0","0.0","0.0","","999.0","sa917319"
"Brallan Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".298",".319",".617",".271","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa736999"
"Trent Giambrone","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".277",".363",".640",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658813"
"Joey Rickard","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".307",".372",".679",".292","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","13277"
"Andres Blanco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".295",".352",".647",".281","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","1907"
"Eduard Pinto","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".253",".299",".377",".676",".289","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","sa579381"
"Jesus Espinoza","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".256",".332",".588",".252","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa543678"
"Rosell Herrera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".300",".350",".650",".281","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","11611"
"Narciso Crook","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".294",".405",".700",".296","","78","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738300"
"Wendell Rijo","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".290",".353",".643",".277","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa739597"
"Nick Martini","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".331",".343",".674",".297","","82","0.0","0.0","","0.0","0.0","0.0","","999.0","12005"
"Vincent Capra","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".285",".325",".610",".265","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006731"
"Jin-De Jhang","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".268",".311",".579",".250","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa653546"
"Jose Lobaton","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".269",".331",".601",".260","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","4243"
"Salvatore Giardina","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".268",".303",".571",".250","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829575"
"Jordan Gore","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".279",".312",".591",".258","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004127"
"Frank Schwindel","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".281",".401",".682",".288","","81","0.0","0.0","","0.0","0.0","0.0","","999.0","15351"
"Aneury Tavarez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".283",".345",".628",".270","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa598684"
"Wilfredo Tovar","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".279",".319",".598",".259","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","10416"
"Ryan Boldt","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".290",".357",".647",".279","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738262"
"Connor Marabell","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".295",".382",".678",".289","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa858026"
"Carlos Gomez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".295",".388",".683",".292","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","4881"
"Michael Beltre","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".306",".347",".653",".284","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa736945"
"Blake Allemand","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".286",".338",".624",".270","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa857217"
"Michael James","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".277",".286",".563",".250","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829039"
"Jose Pirela","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".247",".304",".395",".699",".296","","81","0.0","0.0","","0.0","0.0","0.0","","999.0","5485"
"Scott Manea","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".253",".296",".549",".240","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829837"
"Carlton Daal","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".287",".339",".626",".270","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa729572"
"Cooper Hummel","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".310",".362",".672",".293","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918412"
"Christopher Bostick","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".291",".346",".637",".276","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","13718"
"Troy Stokes Jr.","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".301",".370",".671",".290","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","17478"
"Kenneth Michalczewski","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".278",".349",".626",".269","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737859"
"Edwin Diaz","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".271",".329",".599",".259","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738152"
"Christopher Paul","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".278",".351",".629",".269","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875062"
"Lucas Erceg","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".275",".367",".643",".274","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa872722"
"Jeff Mathis","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".254",".303",".557",".242","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","3448"
